,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealerID,DealerName,Dealer Legal Name,Unit Volume,Dealer Group,Membership Type,Expiry Date,Status,Reason,Member Since,Autotrader ID,Aeroplan ID,Finance ID,Street,Town,Region,City Area,Postal Code,Province,Phone,Toll Free,Fax,Website,Website Email Contact,Billing Address,Billing Address 2,Billing City,Billing Postal Code,Billing Province,Billing Country,Billing Phone,Notes,
594,SOUTHSIDE CHEVROLET BUICK GMC,Southside Chevrolet Buick GMC,300-499 units - C,,Dealer,2013-12-31,Active,Active,2013-05-15,,0,DANC01,2601 Regent Street,Sudbury,,,P3E 6K6,Ontario,705-523-2438,,705-523-0120,www.dancourvillechev.com,denis@southsidechev.com,,,,,Ontario,,,,
1489,SPADONI MOTORS LTD,SPADONI MOTORS LTD,149 or less units - A,,Dealer,2014-12-31,Active,Active,2013-05-28,,4286,SPAD01,1260 Highway 17 & Mill Road,Terrace Bay,Terrace Bay ,Thunder Bay District,P0T 2W0,Ontario,807-825-4561,,807-825-9604,www.spadonimotors.ca,dspadoni@shawcable.com,,,,,Ontario,,,"Updated DP added JK 
July 12th 2013",
1947,Speed Shift Media,, N/A,,Associate,2015-12-31,Inactive,Active,2015-09-21,,0,,601 Sixth Street ,New Wesminster ,,,V3L3C1,British Columbia,15209177,,18883947876,www.speedshiftmedia.com/,amy.ward@speedshiftmedia.com ,,,,,Ontario,,,,
1490,SPELMER CHRYSLER JEEP DODGE SALES LTD.,SPELMER CHRYSLER JEEP DODGE SALES LTD.,150-299 units - B,,Dealer,2013-12-31,Active,Active,2004-01-05,,0,SPEL01,51 Highway 33 South,Trenton,Quinte West,Hastings County,K8V 5R1,Ontario,613-394-3945,,613-394-8331,www.spelmer.com,jason@spelmer.com,,,,,Ontario,,,"Updated JK 
July 12th 2013",
2228,Spinelli Honda,3242781 Canada Inc.,,,Other,2018-05-16,Active,,2018-05-16,,0,,"220, boul. Montréal-Toronto",,,,H8S1B8,Quebec,5143666565,,,www.spinellihonda.com,RH@SPINELLI.COM,,,,,,,,,
2232,Spinelli Infiniti Pointe-Claire,9701133 Canada Inc.,,,Other,2018-05-16,Active,,2018-05-16,,0,,"347, boul. Brunswick",,,,H9R4S1,Quebec,5146975222,,,www.spinelli.com,RH@SPINELLI.COM,,,,,,,,,
2233,Spinelli Kia,9123-1233 Québec Inc.,,,Other,2018-05-16,Active,,2018-05-16,,0,,"4463, boul. des Sources",,,,H8Y3C1,Quebec,5146942220,,,www.spinellikia.com,RH@SPINELLI.COM,,,,,,,,,
2227,Spinelli Lexus Lachine,9339442 Canada Inc.,,,Other,2018-05-16,Active,,2018-05-16,,0,,"210, boul. Montréal-Toronto",,,,H8S1B8,Quebec,5146347177,,,www.spinellilexuslachine.com,RH@SPINELLI.COM,,,,,,,,,
2230,Spinelli Lexus Pointe-Claire,4269811 Canada Inc.,,,Other,2018-05-16,Active,,2018-05-16,,0,,"335, boul. Brunswick",,,,H9R1A7,Quebec,5146940771,,,www.spinellilexuspointeclaire.com,RH@SPINELLI.COM,,,,,,,,,
2229,Spinelli Mazda,3729451 Canada Inc.,,,Other,2018-05-16,Active,,2018-05-16,,0,,230 boul. Montréal-Toronto,,,,H8S1B8,Quebec,5146371153,,,www.spinelliauto.com,RH@SPINELLI.COM,,,,,,,,,
2231,Spinelli Nissan,Fairview Nissan Ltée,,,Other,2018-05-16,Active,,2018-05-16,,0,,"345, boul. Brunswick",,,,H9R4S1,Quebec,5146979141,,,www.spinellinissan.com,RH@SPINELLI.COM,,,,,,,,,
2226,Spinelli Toyota Lachine,4183096 Canada Inc.,,,Other,2018-05-16,Active,,2018-05-16,,0,,200 boul Montréal-Toronto,,,,H8S 1B8,Quebec,5146347171,,,www.spinellilexuslachine.com,RH@SPINELLI.COM,,,,,,,,,
2225,Spinelli Toyota Pointe-Claire,4183088 Canada Inc.,,,Other,2018-05-16,Active,,2018-05-16,,0,,"10, Auto Plaza",,,,H9R4W6,Quebec,5146941510,,,www.spinellitoyotapointeclaire.com,RH@SPINELLI.COM,,,,,,,,,
1491,ST. CATHARINES MAZDA,ST. CATHARINES MAZDA 1993 / 810292 ONTARIO INC.,0-499 Units - A1,,Dealer,2013-12-31,Active,Active,1999-02-08,,0,STCA01,161 Scott Street,St. Catharines,St. Catharines ,Niagara Region,L2N 1H3,Ontario,905-684-6318,1-888-695-5811,905-684-6310,www.stcatharinesmazda.com,aslattery@cogeco.ca,,,,,Ontario,,,,
557,ST. CATHARINES NISSAN,ST. CATHARINES NISSAN,0-499 Units - A1,,Dealer,2013-12-31,Active,,2012-12-14,,0,COLL04,155 Scott Street,St. Catharines,,,L2N 1H3,Ontario,905-646-9999,1-888-586-5493,,www.collinsnissan.ca,garafoli@collinsnissan.ca,,,,,Ontario,,,"Was Collins Nissan, was a part of Car Nation Canada - sold May 2018 - BT",
1494,ST. CATHARINES VOLKSWAGEN ,ST. CATHARINES VOLKSWAGEN / 627677 ONTARIO INC.,150-299 units - B,Performance Auto Group ,Dealer,2014-12-31,Active,Active,2013-12-03,,0,STCA02,125 Hartzel Road,St. Catharines,St. Catharines ,Niagara Region,L2P 1N6,Ontario,905-688-5230,,905-688-3681,www.stcatharinesvwaudi.com,nick@stcatharinesvwaudi.com,,,,,Ontario,,,,
2186,St. James Volkswagen,,,,Other,2018-04-05,Active,,2018-04-05,,0,,670 Century St.,,,,R3H0A1,Manitoba,2047881100,8002673009,,www.stjamesvw.com,CTHOMPSON@STJAMESVW.COM,,,,,,,,,
1495,ST. LAURENT VOLVO,ST. LAURENT VOLVO,0-499 Units - A1,Carling Motors Company Ltd. ,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-11-02,,0,STLA01,1300 Michael Street,Ottawa,Ottawa,Ottawa,K1B 3N2,Ontario,866-895-4548,,613-749-6670,,sales@stlaurentvolvo.com,,,,,Ontario,,,,
1496,ST. MARYS FORD SALES,ST. MARYS FORD SALES LIMITED,150-299 units - B,,Dealer,2013-12-31,Active,Active,1994-04-06,,0,STMA01,"555 Queen Street West, Box 1660",St. Marys,St. Marys  ,Perth County,N4X 1C1,Ontario,519-284-1870,,519-284-4093,www.stmarysford.dealerconnection.com,kipp@stmarysford.com,,,,,Ontario,,,"Updated JK 
July 12th 2013",
1497,ST. THOMAS FORD LINCOLN SALES LIMITED,ST. THOMAS FORD LINCOLN SALES LIMITED,500-999 units - A2,SF Auto Group,Dealer,2013-12-31,Active,Active,1999-01-14,,0,STTH01,1012 Talbot Street,St. Thomas,St Thomas,Elgin County,N5P 1G3,Ontario,519-631-5080,1-877-436-2111 ,519-631-5598,www.stthomasford.com,bruce@stfl.ca,,,,,Ontario,,,"Updated JK 
July 12th 2013",
1106,STAR METRO MEDIA,STAR METRO MEDIA, N/A,,Associate,2014-12-31,Active,,2010-01-26,,0,METR02,"1 Yonge Street, 4th Floor",Toronto,Toronto,Toronto,M5E 1E6,Ontario,416-443-4375,,416-482-8097,,Mark.finney@metromediasales.com,,,,,Ontario,,,Changed Name from Metro Toronto - March 2018 - BT,
1498,STAR MOTORS OF OTTAWA,STAR MOTORS OF OTTAWA,500-999 units - A2,Carling Motors Company Ltd. ,Dealer,2013-12-31,Active,Active,2008-05-08,,0,STAR01,400 West Hunt Club Road,Ottawa,Ottawa,Ottawa,K2E 1B2,Ontario,613-737-7827,,613-729-1693,www.starmotors.ca,ylaberge@starmotors.ca,,,,,Ontario,,,"Updated JK 
July 12th 2013",
1500,STAUFFER MOTORS,STAUFFER MOTORS LIMITED,150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-09-08,,0,STAU01,685 Broadway Street,Tillsonburg,Tillsonburg ,Oxford County,N4G 4H1,Ontario,519-842-3646,,519-842-3524,www.stauffermotors.com,john@stauffermotors.com,,,,,Ontario,,,,
2349,Steele Auto Group (Head Office),,,,Other,2018-08-17,Active,,2018-08-17,,0,,8 Basinview Dr Ste 200,,,,B3B 1G4,Nova Scotia,9024543185,,,https://www.steeleauto.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2346,Steele Chevrolet Limited,,,,Other,2018-08-17,Active,,2018-08-17,,0,,636 Portland St.,,,,B2Y 1H3,Nova Scotia,9024074100,8888148882,,www.steelechev.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2342,Steele Chrysler,,,,Other,2018-08-17,Active,,2018-08-17,,0,,44 Bedford Hwy,,,,B3M 2J2,Nova Scotia,9024547341,,,www.steelechrysler.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2341,Steele Ford Lincoln,,,,Other,2018-08-17,Active,,2018-08-17,,0,,3773 Windsor St,,,,B3K 0A2,Nova Scotia,9024531130,,,www.steelefordlincoln.dealerconnection.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2317,Steele GMC Buick Fredericton,,,,Other,2018-08-17,Active,,2018-08-17,,0,,1135 Hanwell Rd.,,,,E3C1A5,New Brunswick,5069795359,,,www.olearyfredericton.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2344,Steele Honda,,,,Other,2018-08-17,Active,,2018-08-17,,0,,547 Kenmount Rd.,,,,A1B4J8,Newfoundland and Labrador,7095791999,,,www.steelehonda.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2337,Steele Hyundai,,,,Other,2018-08-17,Active,,2018-08-17,,0,,3625 Kempt Rd,,,,B3K 4X6,Nova Scotia,9024541000,,,www.steelehyundai.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2333,Steele Jaguar,,,,Other,2018-08-17,Active,,2018-08-17,,0,,3365 Kempt Rd,,,,B3K 4X5,Nova Scotia,9024810586,,,www.steelejaguar.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2321,Steele Mazda,,,,Other,2018-08-17,Active,,2018-08-17,,0,,15 Lansing Crt,,,,B2W 0K3,Nova Scotia,9024626600,8776725313,,www.steelemazda.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2326,Steele Mazda St. John's,,,,Other,2018-08-17,Active,,2018-08-17,,0,,220 Kenmount Rd,,,,A1B3T2,Newfoundland and Labrador,7097268555,,,www.penneymazda.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2339,Steele Mitsubishi,,,,Other,2018-08-17,Active,,2018-08-17,,0,,3681 Kempt Rd,,,,B3K 4X6,Nova Scotia,9024051177,,,www.steele-mitsubishi.ca,KHALL@STEELEAUTO.COM,,,,,,,,,
2340,Steele Subaru,,,,Other,2018-08-17,Active,,2018-08-17,,0,,3737 Kempt Rd,,,,B3K 4X6,Nova Scotia,9024662835,,,www.steelesubaru.ca,KHALL@STEELEAUTO.COM,,,,,,,,,
2347,Steele Volkswagen Ltd.,,,,Other,2018-08-17,Active,,2018-08-17,,0,,696 Windmill Rd,,,,B3B 2A5,Nova Scotia,9024686411,,,www.steelevolkswagen.com,KHALL@STEELEAUTO.COM,,,,,,,,,
2117,Steinbach Dodge Chrysler Fiat Ltd.,,,,Other,2018-03-21,Active,,2018-03-21,,0,,208 Main St.,,,,R5G1Y6,Manitoba,2043264461,8004905337,,www.steinbachdodge.ca,HILARY.RANSOM@BIRCHWOOD.CA,,,,,,,,,
1502,STERLING FORD SALES (OTTAWA) ,STERLING FORD SALES (OTTAWA) INC.,500-999 units - D,,Dealer,2013-12-31,Active,Active,1994-04-20,,0,STER02,1425 Ogilvie Road,Ottawa,Ottawa,Ottawa,K1J 7P3,Ontario,613-741-3720,,613-741-9126,www.sterlingford.ca,c.soucy@sterlingford.ca,,,,,Ontario,,,"Updated GM added JK 
July 18th 2013",
1503,STERLING HONDA,STERLING HONDA,500-999 units - D,PRDL Group,Dealer,2013-12-31,Active,Active,2011-09-15,,0,STER03,1495 Upper James,Hamilton,Hamilton,Hamilton,L9B 1K2,Ontario,905-574-3200,1-866-980-4668,905-574-0321,www.sterlinghonda.com,jlecluse@sterlinghonda.com,,,,,Ontario,,,"Updated JK 
July 12th 2013",
180,STERNE (ACURA) MOTORS LTD.,STERNE (ACURA) MOTORS LTD.,300-499 units - C,,Dealer,2013-12-31,Active,Active,1988-01-01,ON20090607113029396,0,STER01,625 St. John’s Sideroad E.,Aurora,Aurora ,York Region,L4G 0Z7,Ontario,905-841-1400,,905-841-8650,www.sterneacura.com,rsterne@sterneacura.com,,,,,Ontario,,,,
1882,STOUFFVILLE CHRYSLER,,0-499 Units - A1,,Dealer,2014-12-31,Active,Active,2014-01-29,,0,STOU01,20 Automall Blvd,Stouffville,Whitchurch-Stouffville ,York Region,L4A 0W7,Ontario,905-888-7777,,,www.stouffvillechryslerdodgejeepram.com,steve@stouffvillechrysler.com,,,,,Ontario,,,,
2005,STOUFFVILLE HONDA,STOUFFVILLE HONDA, N/A,,Dealer,2017-12-31,Inactive,Active,2017-04-06,,0,,35 Automall Blvd,Stouffville,,,L4A 0W7,Ontario,,,,,,,,,,Ontario,,,,
29,STOUFFVILLE HYUNDAI,STOUFFVILLE HYUNDAI,500-999 units - A2,Zanchin Group,Dealer,2013-12-31,Active,Active,2010-06-01,,4390,STOU02,67 Auto Mall Boulevard ,Stouffville,Whitchurch-Stouffville ,York Region,L4A 0W7,Ontario,905-888-7777,,905-642-6744,www.stouffvillehyundai.com,ddoner@stouffvillehyundai.com,,,,,Ontario,,,"updated JK 
July 15th 2013",
1763,STOUFFVILLE NISSAN,STOUFFVILLE NISSAN,0-499 Units - A1,Zanchin Group,Dealer,2013-12-31,Active,Active,2013-03-14,,0,STOU04,95 Auto Mall Boulevard,Stouffville,Whitchurch-Stouffville ,York Region,L4A 0W7,Ontario,1 888-871-4543,1-888-792-2711,905-201-1414,www.stouffvillenissan.com,darren@stouffvillenissan.com,,,,,Ontario,,,"Updated JK 
July 15th 2013",
30,STOUFFVILLE TOYOTA,STOUFFVILLE TOYOTA,500-999 units - D,,Dealer,2013-12-31,Active,,2010-06-08,,0,STOU03,1288 Millard Street,Stouffville,Whitchurch-Stouffville ,York Region,L4A 0W7,Ontario,905-642-6688,,905-642-1816,www.stouffvilletoyota.net,kevin@stouffvilletoyota.ca,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1509,STRATFORD CITY MAZDA,STRATFORD CITY MAZDA / 2128364 ONTARIO INC.,0-499 Units - A1,Downtown Pontiac Buick ,Dealer,2013-12-31,Inactive,Active,2008-10-20,,0,STRA01,633 Erie Street South,Stratford,Stratford  ,Perth County,N5A 2N9,Ontario,519-271-7520,,519-271-2113,www.stratfordcitymazda.com,info@stratfordcitymazda.com,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1510,STRATFORD HONDA,STRATFORD HONDA,150-299 units - B,,Dealer,2013-12-31,Active,Active,2009-06-16,,0,STRA02,3018A Ontario Street,Stratford,Stratford  ,Perth County,N5A 6S5,Ontario,519-271-2793,,519-273-0984,www.honda.ca,jduiker@stratfordhonda.ca,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1910,STRATFORD HYUNDAI,STRATFORD HYUNDAI, N/A,Autopoint Group,Dealer,2014-12-31,Active,Active,2014-09-11,,0,STRA07,640 Lorne East,Stratford,Stratford  ,Perth County,N5A 6S5,Ontario,(519) 271-9227,,,www.stratfordhyundai.com,cbutters@stratfordhyundai.com,,,,,Ontario,,,,
1512,STRATFORD MOTOR PRODUCTS,STRATFORD MOTOR PRODUCTS (1984) LTD.,300-499 units - C,STRATFORD MOTOR PRODUCTS,Dealer,2013-12-31,Active,Active,2013-05-28,,0,STRA03,824 Ontario Street,Stratford,Stratford  ,Perth County,N5A 3K1,Ontario,519-271-5900,1-888-744-6270,519-271-6320,www.buysmp.com,steve.j@buysmp.com,,,,,Ontario,,,,
1955,STRATFORD NISSAN,STRATFORD NISSAN,0-499 Units - A1,,Dealer,2019-01-01,Active,Active,2017-12-21,,0,,2001 Ontario Street,Stratford,Stratford  ,Perth County,N5A 6S5,Ontario,519-273-3119,,,www.stratfordnissan.com/,michaelc@upauto.ca,,,,,Ontario,,,,
1513,STRATFORD SUBARU,STRATFORD SUBARU,150-299 units - B,,Dealer,2019-01-01,Active,Active,2017-12-02,,0,STRA04,2001 Ontario Street East,Stratford,Stratford  ,Perth County,N5A 6S5,Ontario,519-273-3116,,519-273-6876,,michaelc@upauto.ca,,,,,Ontario,,,,
1907,Strathcom Media,Strathcom Media Inc. , N/A,,Associate,2014-12-31,Inactive,Active,2014-08-25,,0,,18252-102 Avenue NW,Edmonton ,,,T5S 1S7,Alberta,7804338844,,7809891298,www.strathcom.com,duncan@strathcom.com,,,,,Ontario,,,,
1515,STRATHCOM MEDIA,STRATHCOM MEDIA, N/A,,Other,2012-12-31,Inactive,Cancelled Membership,2012-08-28,,0,,8407A Coronet Road,Edmonton,Toronto,Toronto,T6E 4N7,Alberta,780-433-8844,,,,dan@autonet.ca,,,,,Alberta,,,,
153,STREETSVILLE HYUNDAI,STREETSVILLE HYUNDAI,300-499 units - C,Humberview Group,Dealer,2013-12-31,Active,Active,2011-03-29,,4354,STRE01,6225 Mississauga Road,Mississauga,Mississauga ,Peel Region,L5N 1A4,Ontario,905-812-5401,,905-812-5402,www.streetsvillehyundai.ca,jhussar@streetsvillehyundai.ca,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1518,"STRICKLAND'S BRANTFORD CHEV. BUICK, GMC CADILLAC","STRICKLAND'S BRANTFORD CHEV. BUICK, GMC CADILLAC",300-499 units - C,,Dealer,2013-12-31,Inactive,,2013-07-23,,0,STRI01,19-21 Lynden Road,Brantford,Brantford,Brantford,N3R 8B8,Ontario,519-759-8220,,519-759-0713,www.stricklandsgmc.com,mbuncher@stricklands.com,,,,,Ontario,,,Did not pay 2018 Membership - BT,
1514,STRICKLAND'S STRATFORD TOYOTA LTD,STRICKLAND'S STRATFORD TOYOTA LTD, N/A,,Dealer,2013-12-31,Inactive,Active,2013-07-25,,0,STRA06,925 Erie Street,Stratford,Stratford  ,Perth County,N5A 6S4,Ontario,519-271-4226,,519-273-5737,www.stratfordtoyota.com,mbuncher@stricklands.com,,,,,Ontario,,,Mark Buncher is to be the primary contact - BT Feb 2017,
1819,SUBARU OF BRAMPTON,,0-499 Units - A1,Performance Auto Group ,Dealer,2013-12-31,Active,Active,2013-01-22,,0,SUBA007,9 Canam Crescent,Brampton,Brampton   ,Peel Region,L7A 1G1,Ontario,905-455-3883,,905-455-2772,www.subaruofbramptron.ca,russell.osborne@subaruofbrampton.ca,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1520,SUBARU OF HAMILTON,SUBARU OF HAMILTON,0-499 Units - A1,Autopoint Group,Dealer,2013-12-31,Active,Active,2011-09-15,,0,SUBA05,1505 Upper James Street,Hamilton,Hamilton,Hamilton,L9B 1K2,Ontario,905-389-4500,,905-389-5812,www.hamilton.subarudealer.ca,tkaye@subaruhamilton.com,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1964,SUBARU OF KINGSTON,SUBARU OF KINGSTON, N/A,,Dealer,2015-12-31,Inactive,Active,2015-11-13,,0,SUBA08,399 Bath Road,Kingston,,,K7M 7C9,Ontario,613-546-7000,,,,,,,,,Ontario,,,,
2100,Subaru of Lethbridge,,,,Other,2018-03-19,Active,,2018-03-19,,0,,3333 - 1 Ave. S.,,,,T1J4H3,Alberta,4033806860,,,www.subaruoflethbridge.com,AMANDA@DAVISAUTOGROUP.CA,,,,,,,,,
1521,SUBARU OF LONDON,PROBART MOTORS LTD,300-499 units - C,Prossler Automotive Group ,Dealer,2013-12-31,Inactive,Active,2013-07-19,,0,SUBA06,675 Wharncliffe Road South,London,London,Middlesex County,N6J 2N7,Ontario,519-455-5985,,519-455-4556,www.subaruoflondon.com,jprossler@probartmazda.com,,,,,Ontario,,,,
1752,SUBARU OF MAPLE,,0-499 Units - A1,Remo Ferri Group of Automobiles,Dealer,2013-12-31,Active,Active,2012-09-06,,0,SUBA01,250 Sweet River Boulevard,Vaughan,Vaughan ,York Region,L6A 4A1,Ontario,905-266-7823,,905-266-7824,www.subaruofmaple.com,wchu@subaruofmaple.com,,,,,Ontario,,,,
231,SUBARU OF MISSISSAUGA,"SUBARU OF MISSISSAUGA, O/A S.O.M.I. INC.",300-499 units - C,,Dealer,2013-12-31,Active,Active,1993-12-02,ON20071119114440811,0,SUBA02,6160 Mavis Road,Mississauga,Mississauga ,Peel Region,L5V 2X4,Ontario,905-569-7777,1-888-782-2785,905-569-2932,www.subarumiss.ca,bcathers@subarumiss.ca,,,,,Ontario,,,"Updated JK 
July 15th 2013",
2316,Subaru of Moncton,,,,Other,2018-08-17,Active,,2018-08-17,,0,,1050 av Aviation,,,,E1A 9A3,New Brunswick,5063828889,,,www.subaruofmoncton.com,KHALL@STEELEAUTO.COM,,,,,,,,,
1522,SUBARU OF MUSKOKA,SUBARU OF MUSKOKA,0-499 Units - A1,Greavette Chev Buick Cadillac GMC,Dealer,2013-12-31,Active,Active,2005-01-19,,0,SUBA04,"50 E.P.Lee Drive, Box 88",Bracebridge,Bracebridge ,Muskoka District,P1L 1P9,Ontario,705-646-2338,,705-646-2738,www.subaruofmuskoka.ca,glenn@greavettechev.com,,,,,Ontario,,,,
2289,Subaru of Nanaimo,,,,Other,2018-07-27,Active,,2018-07-27,,0,,2476 Kenworth Rd.,,,,V9T 3Y3,British Columbia,2505853052,8883791253,,www.subarunanaimo.ca,HR5@GAIN-VI.CA,,,,,,,,,
1881,SUBARU OF NIAGARA,Subaru of Niagara, N/A,Willowdale Nissan & Infiniti,Dealer,2014-12-31,Inactive,,2014-01-10,,0,SUBA09,375 Lake Street,St. Catharines,,,L2N 4H5,Ontario,,,,,,,,,,Ontario,,,,
601,SUBARU OF ORILLIA,Plaza Motor car Inc. ,150-299 units - B,PLAZA AUTO GROUP,Dealer,2014-12-31,Active,Active,2003-09-18,,0,DAVE07,385 West Street South,Orillia,Orillia ,Simcoe County,L3V 5H2,Ontario,705-329-4277,,705-329-0512,www.subaruoforillia.com,rstein@plazaautogroup.com,,,,,Ontario,,,Old name Davenport Subaru - changed Feb 2017,
2377,Suburban Motors,Victoria Ford Alliance Ltd.,,,Other,2018-08-23,Active,,2018-08-23,,0,,3377 Douglas St.,,,,V8Z3L4,British Columbia,2504752255,,,www.suburbanmotors.com,TANYA.PLATT@CARSONAUTO.COM,,,,,,,,,
1523,SUDBURY FINE CARS LIMITED,SUDBURY FINE CARS LIMITED,150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-01-17,,0,SUDB02,2097 Long Lake Road,Sudbury,Baldwin ,Sudbury District,P3E 5H2,Ontario,705-522-7777,,705-522-2612,www.sudburyfinecars.com,finecars@isys.ca,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1524,SUDBURY HYUNDAI,SUDBURY HYUNDAI/ C.J. MORRIS INVESTMENTS LTD.,500-999 units - D,Morris Group,Dealer,2013-12-31,Active,Active,2007-03-02,,0,SUDB01,1120 Kingsway Avenue ,Sudbury,Baldwin ,Sudbury District,P3B 2E5,Ontario,705-670-2266,1-800-565-9829,705-671-3980,www.sudburyhyundai.ca,mmorris@sudburyhyundai.ca,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1525,SUMMERS' BROS. MOTORS LTD.,SUMMERS' BROS. MOTORS LTD.,149 or less units - A,,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-07-23,,0,SUMM03,154 Queen Street,Killaloe,"Killaloe, Hagarty & Richards ",Renfrew County,K0J 2A0,Ontario,613-757-2171,,613-757-2006,www.summersbros.dealerconnection.com,t-summers@summersbros.com,,,,,Ontario,,,,
2264,Summerside Hyundai,Central and Pope Inc.,,,Other,2018-06-20,Active,,2018-06-20,,0,,335 Pope Rd.,,,,C1N5T4,Prince Edward Island,9028883332,,,www.summersidehyundai.ca,PETER@DALEXMACDONALD.COM,,,,,,,,,
1527,SUMMIT FORD SALES (1982) LIMITED,SUMMIT FORD SALES (1982) LIMITED,500-999 units - D,,Dealer,2013-12-31,Active,Active,1983-01-01,,0,SUMM01,12 Carrier Drive,Rexdale,Toronto,Toronto,M9V 2C1,Ontario,416-741-6221,1-888-864-1577,416-741-2874,www.summitford.com,scottv@summitford.com,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1528,SUNRISE TOYOTA,SUNRISE TOYOTA,300-499 units - C,,Dealer,2013-12-31,Inactive,Cancelled Membership,2013-07-23,,0,SUNR01,"8201 Highway 12, Box 638",Orillia,Orillia ,Simcoe County,L3V 6K5,Ontario,705-325-4000,,705-325-3436,,sales@sunriseorillia.toyota.ca,,,,,Ontario,,,,
1529,SUNSET COUNTRY FORD ,SUNSET COUNTRY FORD LTD.,0-499 Units - A1,Dryden GM,Dealer,2013-12-31,Active,Active,2013-09-08,,0,SUNS01,1001 King's Highway,Fort Frances,Fort Frances ,Rainy River District,P9A 2X7,Ontario,807-274-3236,,807-274-5469,www.sunsetcountryford.com,terrym@shawbiz.ca,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1530,SUPERIOR CHRYSLER DODGE JEEP,SUPERIOR CHRYSLER DODGE JEEP ,150-299 units - B,,Dealer,2013-12-31,Active,Active,2013-12-06,,0,SUPE01,311 Trunk Road,Sault Ste. Marie,Sault Ste Marie ,Algoma District,P6A 3S8,Ontario,705-256-7481,,705-256-2964,www.superiorchryslerdodgejeep.ca,glefave@thriftyssm.com,,,,,Ontario,,,"Updated JK 
July 15th 2013",
480,SUPERIOR NISSAN,SUPERIOR NISSAN,300-499 units - C,,Dealer,2013-12-31,Inactive,Active,2013-09-08,,0,CAMB02,460 Pim Street,Sault Ste. Marie,Sault Ste Marie ,Algoma District,P6B 2V2,Ontario,705-759-0043,,705-942-4157,www.cambrian.nissan.ca,jtrecroce@cambriannissan.com,,,,,Ontario,,,Cancelled membership Aug 2017 - Karen Lefave,
872,SURGENOR BARRHAVEN CHEVROLET BUICK GMC LTD.,SURGENOR BARRHAVEN CHEVROLET BUICK GMC LTD.,300-499 units - C,Surgenor Group,Dealer,2014-12-31,Active,Active,1994-09-16,,0,JACK01,3788 Prince of Wales Drive,Ottawa,Ottawa,Ottawa,K2C 3H1,Ontario,613-692-3553,,613-692-6187,www.jackmay.com,amcgurn@jackmay.com,,,,,Ontario,,,"Updated JK 
June 26th 2013",
1531,SURGENOR BUICK GMC LTD.,SURGENOR BUICK GMC LTD.,0-499 Units - A1,Surgenor Group,Dealer,2013-12-31,Active,Active,2013-11-08,,0,SURG02,939 St. Laurent Boulevard,Ottawa,Ottawa,Ottawa,K1K 3B1,Ontario,613-741-0741,,613-741-5669,www.surgenor.com,mmcgurn@surgenor.com,,,,,Ontario,,,"Updated JK 
July 15th 2013",
1816,SURGENOR HYUNDAI,SURGENOR HYUNDAI,500-999 units - A2,Surgenor Group,Dealer,2013-12-31,Active,Active,2013-01-18,,0,SURG03,895 St. Laurent Boulevard,Ottawa,Ottawa,Ottawa,K1K 3B1,Ontario,613 741-1800,,,www.surgenorhyundai.ca,creid@surgenor.com,,,,,Ontario,,,"Updated JK 
July 15 2013",
1542,SYM-TECH,SYM-TECH INC., N/A,,Associate,2013-12-31,Active,Active,2012-02-02,,0,SYMT01,"35 West Pearce Street, Unit 14",Richmond Hill,Richmond Hill ,York Region,L4B 3A9,Ontario,905-889-5390,,905-889-8401,www.sym-tech.ca,chris.rawson@sym-tech.ca,,,,,Ontario,,,,
1543,TADA,TADA, N/A,,Dealer,2013-12-31,Active,,2013-05-01,,0,,50 Leek Crescent ,Richmond Hill,,,L3R 0N9,Ontario,905-752-1347,,,www.tada.ca,pstern22@hotmail.com,1,1,,,Ontario,,,,
1741,TALLMAN TRUCK CENTRE (Bellville),,0-499 Units - A1,Tallman Truck Centre Limited,Dealer,2013-09-26,Inactive,Cancelled Membership,2013-09-26,,0,TALL01,77 Bellevue Drive,Belleville,Belleville,Hastings County,K8N 4Z5,Ontario,613-966-4800,,613-966-6241,,rshortt@ttctruck.ca,,,,,Ontario,,,,
